,FID_1,ProjectNo,Dist,AddMPOName,IDENTIFIER,IDENTIFI_1,DESC_,PROJTYPE,ESTIMPRVAS,ROUTEORDER,TYCOUNTYDI,Routeuniqu,BEGINNINGM,ENDINGMILE,TYROUTENAM,EEC_Intersection,ProjectN_1,Roadway_EEC,Final_EEC
689,730,690,8,Lake Cumberland ADD,IP20070240,,Improve safety and mobility along KY 1275 between KY 1765 and KY 90 near Touristville.,Reconstruction,Modernize Roadway-Rural,1,Wayne,116-KY-1275  -000,10.634,14.366,Existing,-2.797262295,690,-5.113330348000001,-7.910592643000001
532,704,533,5,Louisville-Southern Indiana (KIPDA) MPO,IP20190047,5-483.30,CONSTRUCT NEW I-71 INTERCHANGE BETWEEN KY-393 AND KY-53 TO RELIEVE CONGESTION IN LAGRANGE.,NEW INTERCHANGE(O),Grade Separated to Interchange,2,Oldham,093-I -0071  -000,20.0,21.0,Existing,0.0,533,-8.13558610852404,-8.13558610852404
702,674,703,8,Bluegrass ADD,IP20120054,,Improve safety on KY 1194 just east of Frog Branch Road to just east of Hanging Fork Creek in Lincoln County.,Reconstruction,Modernize Roadway-Rural,1,Lincoln,069-KY-1194  -000,1.5,4.1,Existing,-0.055817273,703,-8.135908707508928,-8.191725980508929
758,487,759,9,FIVCO ADD,IP20080534,,"Geometric improvements on KY 1025 from US 60 (MP 0.0),East of Olive Hill extending North 0.30 miles providing access to West Carter Middle and High Schools and facilities.",Major Widening,Other Improvement Types,1,Carter,022-KY-1025  -000,0.0,0.3,Existing,-8.563427552,759,0.13522142525000014,-8.42820612675
42,173,43,1,Purchase ADD,IP20080031,,"Improve safety, access, and regional connectivity, and address geometric deficiencies from Hickman C/L to Cane Creek Bridge.",Reconstruction,Modernize Roadway-Rural,1,Hickman,053-US-0051  -000,0.0,2.4,Existing,-0.530082153,43,-7.923583707000001,-8.453665860000001
690,484,691,8,Lake Cumberland ADD,IP20080490,,"Realignment, lane widening and shouldering of KY-1649 from mp1.0 to near Popular Springs Road for development of future Air Port.",Reconstruction,Modernize Roadway-Rural,1,Casey,023-KY-1649  -000,1.0,3.281,Existing,-0.731776432,691,-7.739701300586194,-8.471477732586195
718,693,719,8,Lake Cumberland ADD,IP20150254,8-164,RECONSTRUCT CURVE ON US-127 AT DUNNVILLE. (02CCR)(04CCR) (10CCR)(12CCR),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Casey,023-US-0127  -000,1.9,4.2,Existing,-4.067987941,719,-4.410472411157237,-8.478460352157237
923,946,924,12,Big Sandy ADD,IP20080703,12-281,CURVE REVISION AND PASSING LANES ON KY-194 NEAR DESKINS BRANCH (08CCR)(12CCR),SAFETY(P),Modernize Roadway-Rural,1,Pike,098-KY-0194  -000,21.3,22.0,Existing,0.09685902699999999,924,-8.681749661913457,-8.584890634913457
846,877,847,10,Kentucky River ADD,IP20150439,,RECONSTRUCTION OF KY 15 FROM BONNYMAN TO NEAR KY 28. (14CCN),Reconstruction,Modernize Roadway-Rural,1,Perry,097-KY-0015  -000,16.9,21.2,Existing,-24.64662196,847,16.050867512379718,-8.595754447620283
721,754,722,8,Lake Cumberland ADD,IP20150289,3-Aug,RECONSTRUCT BELL HILL FROM MP 10.4 TO MP 11.9.(12CCN)(16CCR)(18CCN),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Casey,023-KY-0070  -000,10.4,11.9,Existing,-0.945639035,722,-7.775087382648622,-8.720726417648622
176,367,177,2,Green River ADD,IP20160021,2-197,IMPROVE CONNECTION BETWEEN US-60 AND CANNELTON BRIDGE APPROACH AT HAWESVILLE. (06CCR) (08CCR) (10CCR)(12CCR),RELOCATION(O),Construct Road in New Location,1,Hancock,046-KY-0069  -000,13.08,13.568,Existing,-7.409297587,177,-1.3696292719999998,-8.778926859
351,24,352,4,Lincoln Trail ADD,IP20150042,4-396.30,"ADDRESS SAFETY, MOBILITY, AND GEOMETRIC ISSUES ALONG US 150 IN WASHINGTON COUNTY FROM 0.7 MILES EAST OF GRUNDY HOME ROAD (MP 2.500) TO 600' EAST OF THE CARTWRIGHT CREEK BRIDGE (MP4.311). SECTION 2 (2016BOP)",RECONSTRUCTION(O),Modernize Roadway-Rural,1,Washington,115-US-0150  -000,2.5,6.557,Existing,-2.581260007,352,-6.304552921603539,-8.885812928603539
69,208,70,1,Purchase ADD,IP20160023,Jan-52,IMPROVE N 16TH STREET FROM KY 1327 (5 POINTS) TO KY 121. (16CCN),SAFETY(P),Modernize Roadway-Rural,1,Calloway,018-KY-0748  -000,0.0,0.307,Existing,-9.766384366,70,0.750681421,-9.015702945000001
269,50,270,3,Barren River ADD,IP20180057,3-80050,WIDEN US-79 TO 3 LANES FROM TODD COUNTY LINE TO INTERSECTION WITH RUSSELLVILLE BYPASS.(18CCN),MINOR WIDENING(O),Modernize Roadway-Rural,1,Logan,071-US-0079  -000,0.0,10.713,Existing,-14.83038029,270,5.799540299000013,-9.030839990999988
256,5,257,3,Barren River ADD,IP20150365,3-7030 / 3-7030 / 3-7030.50,RECONSTRUCT KY-259 FROM 0.42 MILE NORTH OF THE KY-70 INTERSECTION TO NORTH OF THE KYROCK ELEMENTARY SCHOOL (PRIORITY SECTION).  (2004BOPC),SPOT IMPROVEMENTS(O),Modernize Roadway-Rural,1,Edmonson,031-KY-0259  -000,12.095999999999998,16.204,Existing,1.777760066,257,-10.842706827934984,-9.064946761934983
491,651,492,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160046,5-804,"RECONSTRUCT/WIDEN I-264 (WATTERSON EXPRESSWAY) FROM WESTPORT ROAD (KY-1447) TO I-71, INCLUDING THE US-42 INTERCHANGE AS A SPUI.(PROJECT INCLUDES 5-594) (12CCR)(14CCR)",RECONSTRUCTION(O),Innovative Interchange,9,Jefferson,056-I -0264  -871,0.0,0.273,Impacted,-9.112264504,0,0.0,-9.112264504
402,76,403,5,Louisville-Southern Indiana (KIPDA) MPO,IP20080244,5-80005,IMPROVE THE INTERCHANGE OF I 71 AND KY 329. (18CCN),SAFETY(P),Interchange Safety Improvements,1,Oldham,093-I -0071  -000,14.0,15.0,Existing,-10.41237538,403,1.0061724323361863,-9.406202947663814
490,426,491,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160046,5-804,"RECONSTRUCT/WIDEN I-264 (WATTERSON EXPRESSWAY) FROM WESTPORT ROAD (KY-1447) TO I-71, INCLUDING THE US-42 INTERCHANGE AS A SPUI.(PROJECT INCLUDES 5-594) (12CCR)(14CCR)",RECONSTRUCTION(O),Innovative Interchange,8,Jefferson,056-I -0264  -861,0.0,0.266,Impacted,-9.417370625,0,0.0,-9.417370625
71,103,72,1,Purchase ADD,IP20160023,Jan-52,IMPROVE N 16TH STREET FROM KY 1327 (5 POINTS) TO KY 121. (16CCN),SAFETY(P),Modernize Roadway-Rural,999,Calloway,018-CS-1047  -000,1.179,1.244,Approach,-10.56491214,72,1.0889345190000002,-9.475977621
309,88,310,4,Lincoln Trail ADD,IP20060230,11-Apr,SPOT IMPROVEMENTS ON KY 84 FROM HODGENVILLE TO I-65. (16CCN)(18CCN)(COMBINED WORK UNDER 4-8909),SPOT IMPROVEMENTS(O),Modernize Roadway-Rural,1,Larue,062-KY-0084  -000,6.561,8.449,Existing,-4.016055346,310,-5.62997449,-9.646029836
839,960,840,10,Gateway ADD,IP20150208,4-Oct,IMPROVE KY-2498 FROM US-460 TO THE ARH HOSPITAL. (14CCN)(16CCN),RECONSTRUCTION(O),Construct Road in New Location,1,Morgan,088-KY-2498  -000,7.2,7.718999999999999,Existing,-8.338608819,840,-1.3128085600000001,-9.651417379
120,199,121,2,Clarksville-Oak Grove MPO,IP20070039,,Improve access and reduce congestion from US 41A to KY 115 by construction a new route from Gate 4/US 41A to KY 115.      This project was formerly PIF  024 C000010.0,New Route,Other Improvement Types,2,Christian,024-KY-0911  -000,0.0,1.844,Impacted,-37.34529114,121,27.41441783500001,-9.930873304999992
849,842,850,10,Bluegrass ADD,IP20160285,10-207,IMPROVE GEOMETRICS ON KY-89 IN ESTILL COUNTY FROM KY-1886 TO THE ESTILL/CLARK COUNTY LINE.,MAJOR WIDENING(O),Modernize Roadway-Rural,1,Estill,033-KY-0089  -000,19.805999999999997,22.428,Existing,0.243424433,850,-10.190143346000001,-9.946718913000002
13,79,14,1,Purchase ADD,IP20060012,,"Correct substandard roadway geometrics, to improve traffic flow, safety and access management issues from KY 1377 to Truman Creek Bridge in Bardwell",Reconstruction,Modernize Roadway-Rural,1,Carlisle,020-US-0051  -000,6.1339999999999995,8.259,Existing,-7.649491987,14,-2.323123739034784,-9.972615726034784
925,949,926,12,Big Sandy ADD,IP20080712,5-Dec,IMPROVE CONNECTIVITY BETWEEN KY 881 AND US 119. (16CCN),RECONSTRUCTION(O),Construct Road in New Location,1,Pike,098-KY-0881  -000,0.48100000000000004,2.081,Existing,-0.038938607,926,-10.142191244825002,-10.181129851825002
890,855,891,11,Kentucky River ADD,IP20160107,Nov-51,CONSTRUCT RIGHT TURN LANE ON US 421 AT INTERSECTION WITH KY 80. (16CCN)(18CCN),CONGESTION MITIGTN(O),Improve Intersection,1,Leslie,066-US-0421  -000,21.236,21.736,Existing,-7.661003244,891,-2.623976368088493,-10.284979612088492
424,813,425,5,Louisville-Southern Indiana (KIPDA) MPO,IP20130128,,Improve safety and reduce congestion at the I-71/KY 53 (North/South First Avenue) interchange. Includes consideration of an additional two-way left turn lane and bike/ped accommodations.,Reconstruction,Interchange Safety Improvements,1,Oldham,093-I -0071  -000,21.328000000000003,22.328000000000003,Existing,-5.980989202000001,425,-4.306639885202854,-10.287629087202856
335,337,336,4,Lincoln Trail ADD,IP20080738,,ADDRESS COMMERCIAL TRAFFIC CONCERNS ALONG KY 49 FROM THE NEW INDUSTRIAL ROAD TO KY 2154 (LEBANON BYPASS) AND ALONG KY 2154 FROM KY 49 TO NORTH OF THE INDUSTRIAL ROAD OFF THE BYPASS.,Minor Widening,Modernize Roadway-Rural,2,Marion,078-KY-2154  -000,3.0,3.366,Existing,-13.5743751,336,3.043094611602741,-10.531280488397257
137,238,138,2,Owensboro MPO,IP20080064,2-229,RECONSTRUCT INTERSECTION AT FAIRVIEW DRIVE (KY 3143) AND KY 298. (12CCR) (16CCR)(18CCN),SAFETY(P),Improve Intersection,1,Daviess,030-KY-0298  -000,7.7,7.8,Existing,-10.63119133,138,-0.0048708837014768,-10.636062213701477
492,593,493,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160046,5-804,"RECONSTRUCT/WIDEN I-264 (WATTERSON EXPRESSWAY) FROM WESTPORT ROAD (KY-1447) TO I-71, INCLUDING THE US-42 INTERCHANGE AS A SPUI.(PROJECT INCLUDES 5-594) (12CCR)(14CCR)",RECONSTRUCTION(O),Innovative Interchange,10,Jefferson,056-I -0264  -872,0.0,0.035,Impacted,-10.7019584,0,0.0,-10.7019584
719,452,720,8,Lake Cumberland ADD,IP20150258,8-8601.30,"RELOCATION OF US-127 FROM EAST OF THE AARON RIDGE RD AND OLD US-127 INTERSECTION, EXTENDING NORTHERLY TO NORTH OF THE KY-3063 AND OLD US-127 INTERSECTION. (SEE 8-108 AND 8-115 FOR PE&ENV)(12CCR)",RELOCATION(O),Construct Road in New Location,1,Clinton,027-US-0127  -000,16.135,19.99,Existing,0.01968017,720,-10.884876906559223,-10.865196736559222
366,252,367,4,Lake Cumberland ADD,IP20160012,12-Apr,SCOPING STUDY TO IMPROVE KY 210 FROM CAMPBELLSVILLE TO HODGENVILLE. ADD PASSING LANES AND ADDRESS GEOMETRIC DEFICIENCIES(SAME AS 4-8951.00) (16CCN),MINOR WIDENING(O),Modernize & Widen Roadway-Rural,1,Taylor,109-KY-0210  -000,0.0,14.148,Existing,-7.498481085,367,-3.4120856039999885,-10.910566688999989
354,320,355,4,Elizabethtown-Radcliff MPO,IP20150339,4-198,"EXTEND RING ROAD FROM THE WESTERN KENTUCKY PARKWAY TO I-65. ""2 LANE INITIAL/4 LANE ULTIMATE"" (12CCR)(14CCR)",NEW ROUTE(O),Construct Road in New Location,2,Hardin,047-WK-9001  -000,133.053,136.39600000000002,Existing,-13.01899079,355,2.1018459429999994,-10.917144847000001
862,833,863,11,Cumberland Valley ADD,IP20080608,,Correct substandard roadway geometrics and address safety issues from north of Girdler to Mills Cemetery.  (Part of 1999 KY 11 Corridor Feasibility Study.),Reconstruction,Modernize Roadway-Rural,1,Knox,061-KY-0011  -000,16.293,18.293,Existing,-1.04376953,863,-9.917712530045037,-10.961482060045038
859,914,860,11,Cumberland Valley ADD,IP20080592,,"Address horizontal alignment, safety, surface condition, and capacity issues on US-421 from KY-11 at Treadway (Laurel Creek) to the Clay County/Jackson County Line.",Reconstruction,Modernize Roadway-Rural,1,Clay,026-US-0421  -000,24.016,32.824,Existing,-8.894593447,860,-2.071878165999988,-10.966471612999989
661,571,662,7,Bluegrass ADD,IP20160272,,Construct roundabout on US 150 (Stanford Ave) at E Walnut St.,Reconstruction,Improve Intersection,1,Boyle,011-US-0150  -000,13.85,13.95,Existing,-10.7078285,662,-0.2694417882658867,-10.977270288265887
484,819,485,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160046,5-804,"RECONSTRUCT/WIDEN I-264 (WATTERSON EXPRESSWAY) FROM WESTPORT ROAD (KY-1447) TO I-71, INCLUDING THE US-42 INTERCHANGE AS A SPUI.(PROJECT INCLUDES 5-594) (12CCR)(14CCR)",RECONSTRUCTION(O),Innovative Interchange,2,Jefferson,056-I -0264  -881,0.0,0.303,Impacted,-11.06432329,0,0.0,-11.06432329
543,619,544,5,KIPDA ADD,IP20190131,,Construct new interchange on KY 841 at the Renaissance South Business Park. MP 8.60 to MP 9.60  5-80006.00,,,1,Jefferson,056-KY-0841  -000,8.6,9.6,Existing,-0.873290052,544,-10.342778972180163,-11.216069024180163
926,899,927,12,Big Sandy ADD,IP20080720,,"Mitigate or eliminate rockfall hazards and improve roadway for better flow and efficiency in order to handle the expected congestion arising from events at the Expo Center. Identified in the 1999 Pikeville Urban Study,  from Bill King Rd. to US 119.",Reconstruction,Other Improvement Types,1,Pike,098-KY-1426  -000,7.528,9.638,Existing,-12.94008012,927,1.7181859400000024,-11.221894179999996
604,638,605,6,Northern Kentucky ADD,IP20190072,,"Study egress improvements along KY 9 near intersections of Glenridge, Shadow Lake, KY 919 to increase safety",Transportation Study,,1,Campbell,019-KY-0009  -000,15.1,16.1,Existing,-3.6191811489999997,605,-7.627352141587929,-11.246533290587928
729,495,730,8,Bluegrass ADD,IP20180031,8-80000,NEW TURNING LANE AT ARCADIA VIEW DRIVE(18CCN),NEW INTERCHANGE(O),Improve Intersection,1,Lincoln,069-US-0127  -000,9.4,9.88,Existing,-5.110204803,730,-6.184460419089813,-11.294665222089813
135,69,136,2,Owensboro MPO,IP20080062,,Old Hartford Rd - Address poor pavement conditions and congestion due to increased volumes and turn movements. Project begins at Burlew Blvd (KY 1432) and ends at Breckenridge St (KY 2155 NB).,Major Widening,Modernize Roadway-Rural,1,Daviess,030-KY-0298  -000,8.986,9.927,Existing,-19.80933189,136,8.44024997,-11.36908192
637,460,638,7,Bluegrass ADD,IP20150188,7-417,IMPROVE SYSTEM MOBILITY ALONG MOBERLY ROAD FROM KY 390 TO KY 1989 IN NORTHWEST HARRODSBURG. (12CCR),SPOT IMPROVEMENTS(O),Modernize Roadway-Rural,1,Mercer,084-CS-1237  -000,0.0,0.341,Existing,-13.90055602,638,2.519014514323129,-11.381541505676871
523,585,524,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160234,5-539,PROVIDE COLLECTOR-DISTRIBUTOR LANE ON SOUTHBOUND I-71 TO FACILITATE RAMP MOVEMENTS TO AND FROM I-265.,RECONSTRUCTION(O),Auxiliary Lanes or Operation Improvements,1,Jefferson,056-I -0071  -000,8.5,10.0,Existing,-10.55739297,524,-0.9578482941272686,-11.515241264127269
482,530,483,5,Louisville-Southern Indiana (KIPDA) MPO,IP20160019,5-560,IMPROVE SAFETY AND REDUCE CONGESTION AT THE I-65/I-265 (GENE SNYDER FREEWAY) INTERCHANGE.,RECONSTRUCTION(O),Innovative Interchange,11,Jefferson,056-KY-0841  -000,9.565,10.196,Existing,-0.873290052,483,-10.72210634972663,-11.59539640172663
796,752,797,9,FIVCO ADD,IP20150332,2-Sep,KY-32 FROM 9.2 MILE MARKER TO 10.2 MILE MARKER WIDENING.  (14CCN)(16CCR)(18CCN),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Elliott,032-KY-0032  -000,9.2,10.2,Existing,0.0,797,-11.777751585404703,-11.777751585404703
57,324,58,1,Purchase ADD,IP20140030,,Address geometric alignment and potential safety issues to KY 497 from KY 94 to the barge terminal entrance on KY Lake to improve access for truck traffic.,Minor Widening,Modernize Roadway-Rural,1,Calloway,018-KY-0497  -000,0.0,2.635,Existing,-0.40719649,58,-11.396828553,-11.804025043000001
832,892,833,10,Kentucky River ADD,IP20110007,,Improve safety and substandard geometrics for KY 30 in Breathitt County across Shoulderblade Hill.?á    To improve roadway geometrics to enhance safety and local mobility between Jackson and Booneville and regional connectivity between the Hal Rogers Par,Reconstruction,Modernize Roadway-Rural,1,Breathitt,013-KY-0030  -000,7.481,8.876,Existing,-0.30703890300000003,833,-11.565918302460679,-11.87295720546068
559,550,560,6,Bluegrass ADD,IP20080348,,Improve safety and congestion along US 62 (Oddville Ave) from Pine Street to KY 392 (Republican Pike) in Cynthiana.,Reconstruction,Modernize Roadway-Rural,1,Harrison,049-US-0062  -000,9.449,10.259,Existing,-17.36281477,560,5.332396995,-12.030417775
825,787,826,10,Kentucky River ADD,IP20060260,10-375,IMPROVE KY-205 FROM NORTH OF KY-1812 TO SOUTH OF PEGGS FORK RD.,MINOR WIDENING(O),Modernize Roadway-Rural,1,Breathitt,013-KY-0205  -000,7.803999999999999,9.954,Existing,-0.625469136,826,-11.421865419770448,-12.047334555770448
964,920,965,12,Big Sandy ADD,IP20190077,,Improve roadway geometrics and capacity from Garbage Hollow to East of Mill Street.,Reconstruction,Modernize Roadway-Urban,1,Johnson,058-KY-0040  -000,9.8,10.7,Existing,-7.736303286,965,-4.36352399978164,-12.09982728578164
312,95,313,4,Lincoln Trail ADD,IP20060240,,ADDRESS SAFETY AND GEOMETRIC DEFICIENCIES ALONG KY 528 FROM US 150 (SPRINGFIELD BYPASS) TO KY 438.,Reconstruction,Modernize Roadway-Rural,1,Washington,115-KY-0528  -000,3.117,7.144,Existing,-6.956742757000001,313,-5.181838350999999,-12.138581108
916,875,917,12,Kentucky River ADD,IP20080675,12-311.80,RECONSTRUCTION OF US-119 FROM 0.15 MILE WEST OF KY-806 TO KY-932. 2012BOP,RECONSTRUCTION(O),Modernize Roadway-Rural,1,Letcher,067-US-0119  -000,7.526,8.967,Existing,-0.418711111,917,-11.81043247475862,-12.22914358575862
537,610,538,5,Louisville-Southern Indiana (KIPDA) MPO,IP20190047,5-483.30,CONSTRUCT NEW I-71 INTERCHANGE BETWEEN KY-393 AND KY-53 TO RELIEVE CONGESTION IN LAGRANGE.,NEW INTERCHANGE(O),Grade Separated to Interchange,7,Oldham,093-CR-1048  -000,0.0,0.809,Impacted,0.0,538,-12.30479674,-12.30479674
763,616,764,9,Buffalo Trace ADD,IP20080553,7-Sep,WIDEN KY 9/AA HIGHWAY TO 4 LANES FROM KY 435 TO KY 2370 IN BRACKEN CO. (16CCN),MAJOR WIDENING(O),2 Lane to 4 Lane Divided - Rural,1,Mason,081-KY-0009  -000,17.343,19.541,Existing,-2.150032702,764,-10.203542994,-12.353575696
635,558,636,7,Bluegrass ADD,IP20150128,,New road to extend from Menelaus Road (KY 1983) to Mayde Road in Berea.,New Route,,1,Madison,076-KY-1983  -000,0.0,1.0,Existing,-15.8227902,636,3.4039586339001473,-12.418831566099852
105,282,106,2,Green River ADD,IP20060095,,Address safety concerns of KY 3543 (formerly KY 271) from US 60 to KY 334 in Hancock County,Minor Widening,Other Improvement Types,1,Hancock,046-KY-3543  -000,0.0,1.405,Existing,0.14634681,106,-12.573865196,-12.427518386
855,835,856,10,Big Sandy ADD,IP20190122,,Modernize roadway to include better drainage and proper bike/ped facilities.,Minor Widening,Modernize Roadway-Urban,1,Magoffin,077-KY-0040  -000,0.0,0.7,Existing,-12.09938832,856,-0.4405033316052388,-12.539891651605238
815,526,816,9,FIVCO ADD,IP20190048,,"Improve geometry of KY 182 from Milepoint 10.7 to 11.8, which is near the Carter Caves State Resort Park main entrance.  There is a particularly tight curve that causes trouble for larger vehicles, namely campers and motor homes visiting the park.",Spot Improvement,Modernize & Widen Roadway-Rural,1,Carter,022-KY-0182  -000,10.7,11.8,Existing,-0.176838733,816,-12.5695889422728,-12.7464276752728
746,490,747,8,Cumberland Valley ADD,IP20190151,,"Address safety, capacity and access issues along KY-461 from KY 1250 to US 150.",Major Widening,Major Widening-Rural Mutilane,1,Rockcastle,102-KY-0461  -000,4.213,6.997999999999999,Existing,-3.629500373,747,-9.122775104999999,-12.752275477999998
801,770,802,9,Buffalo Trace ADD,IP20150410,17-Sep,"CORRECT GEOMETRIC AND WIDTH DEFICIENCIES BEGINNING AT SLEEPY RUN BRIDGE EXTENDING TO 0.5 MILES SOUTH OF LEWIS COUNTY LINE TO IMPROVE OPERATIONAL EFFICIENCY, SIGHT DISTANCE RESTRICTIONS AND OVERALL FLOW OF TRAFFIC. (14CCN)",DESIGN ENGINEERING(O),Modernize Roadway-Rural,1,Fleming,035-KY-0057  -000,2.108,8.812000000000001,Existing,-2.7354945230000003,802,-10.038739316528817,-12.774233839528817
145,158,146,2,Pennyrile ADD,IP20080104,2-384,IMPROVE KY-281 FROM ISLAND PARK DRIVE TO CARRIAGE LANE (KY-2281).,MAJOR WIDENING(O),Modernize Roadway-Rural,1,Hopkins,054-KY-0281  -000,0.996,1.7590000000000001,Existing,-8.931914741,146,-3.871801951000001,-12.803716692000002
538,497,539,5,Louisville-Southern Indiana (KIPDA) MPO,IP20190047,5-483.30,CONSTRUCT NEW I-71 INTERCHANGE BETWEEN KY-393 AND KY-53 TO RELIEVE CONGESTION IN LAGRANGE.,NEW INTERCHANGE(O),Grade Separated to Interchange,8,Oldham,093-CR-1048  -000,0.8340000000000001,1.57,Impacted,0.0,539,-12.89372636,-12.89372636
128,193,129,2,Green River ADD,IP20070110,,"Address the service, safety and condition of KY 56 from Morganfield to KY 141.",Safety-Haz-Elm,Modernize Roadway-Rural,1,Union,113-KY-0056  -000,13.1,19.662,Existing,-12.33810656,129,-0.6530827322970608,-12.991189292297062
218,331,219,3,Barren River ADD,IP20060185,,Improve safety and mobility and address deficiencies with Town Creek bridge on KY-100 from KY-163 to KY-3144 in Tompkinsville. Includes Bridge ID 086B00005,Reconstruction,Modernize Roadway-Rural,1,Monroe,086-KY-0100  -000,14.402000000000001,14.902000000000001,Existing,-10.28729555,219,-2.8128976700000003,-13.10019322
675,613,676,8,Lake Cumberland ADD,IP20040025,,Improve safety and mobility along KY 449 between KY 90 and KY 1206.,Reconstruction,Modernize Roadway-Rural,1,Cumberland,029-KY-0449  -000,4.407,8.994,Existing,-1.4039543319999999,676,-11.770032734,-13.173987066
771,454,772,9,FIVCO ADD,IP20110069,,"Correct horizontal, vertical and width deficiencies on KY 32 from (MP 11.5) to (MP 13.5)  to improve operational efficiency, sight distance restrictions, and travel time for the residents of Elliott and Lawrence Counties.",Reconstruction,Modernize Roadway-Rural,1,Elliott,032-KY-0032  -000,11.5,13.5,Existing,-0.052824595999999995,772,-13.202470497225802,-13.255295093225802
824,459,825,10,Big Sandy ADD,IP20050021,1-Oct,IMPROVE US-460 IN MAGOFFIN COUNTY AT IVY POINT HILL WEST OF SALYERSVILLE. (16CCN),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Magoffin,077-US-0460  -000,10.0,10.7,Existing,-0.49519614700000003,825,-12.820418872834741,-13.315615019834741
539,529,540,5,Louisville-Southern Indiana (KIPDA) MPO,IP20190047,5-483.30,CONSTRUCT NEW I-71 INTERCHANGE BETWEEN KY-393 AND KY-53 TO RELIEVE CONGESTION IN LAGRANGE.,NEW INTERCHANGE(O),Grade Separated to Interchange,9,Oldham,093-CS-1194  -000,0.0,0.759,Impacted,-2.5611578440000002,540,-10.858937802935909,-13.42009564693591
330,155,331,4,Lincoln Trail ADD,IP20080736,,"CONSTRUCTION OF A CONNECTOR ROAD FROM KY 2154 VIA HENDRICKSON DRIVE TO KY 55, ALIGNING KY 2154 WITH THE LEBANON BYPASS.  ESTIMATED TOTAL LENGTH: 1.1 MILES.",Bypass,Construct Road in New Location,1,Marion,078-KY-0055  -000,1.614,1.8659999999999999,Existing,-11.24363551,331,-2.17884395,-13.422479460000002
899,839,900,11,Cumberland Valley ADD,IP20180078,11-217,RECONSTRUCT KY-66 FROM 500' S OF NCL PINEVILLE TO KY-221,RECONSTRUCTION(O),Modernize Roadway-Urban,1,Bell,007-KY-0066  -000,0.3,1.0,Existing,-3.308546422,900,-10.23482087451951,-13.54336729651951
800,420,801,9,FIVCO ADD,IP20150409,9-192.01,IMPROVE KY-32 FROM WEST OF STEGALL COLD SPRING ROAD TO KY-7 NEAR NEWFOUNDLAND. (PRIORITY SECTION I)(06CCR) (08CCR) (10CCR)(12CCR)(14CCR)(16CCR)(18CCR),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Elliott,032-KY-0032  -000,2.0,8.656,Existing,-1.305095552,801,-12.778824679278687,-14.083920231278686
334,387,335,4,Lincoln Trail ADD,IP20080738,,ADDRESS COMMERCIAL TRAFFIC CONCERNS ALONG KY 49 FROM THE NEW INDUSTRIAL ROAD TO KY 2154 (LEBANON BYPASS) AND ALONG KY 2154 FROM KY 49 TO NORTH OF THE INDUSTRIAL ROAD OFF THE BYPASS.,Minor Widening,Modernize Roadway-Rural,1,Marion,078-KY-0049  -000,18.25,18.494,Existing,-13.5743751,335,-0.7758974426842071,-14.350272542684205
627,430,628,7,Bluegrass ADD,IP20080741,,Construct new route from KY 1989 (Cornishville Rd) to KY 152 including improvements at RR crossing on KY 1989.,New Route,Construct Road in New Location,2,Mercer,084-US-0068  -000,6.752000000000001,7.031000000000001,Existing,-28.83577216,628,14.469239216999998,-14.366532943000003
605,801,606,6,Northern Kentucky ADD,IP20190073,,Reconstruct I-75 interchange at KY 236 (Donaldson Road).  Interchange is part of 6-79 IMR.  Investigate DCD.,Reconstruction,,1,Kenton,059-I -0275  -000,79.5,81.0,Existing,12.76686753,606,-27.13809325977693,-14.37122572977693
152,123,153,2,Owensboro MPO,IP20080734,,East 9th Street - Reconstruct road away from the railroad tracks and provide a clear zone for vehicles traveling along the  road. Project begins at Breckenridge St (KY 2155 NB) and ends at Leitchfield Road (CS 1033).,Reconstruction,Modernize Roadway-Rural,1,Daviess,030-CS-1790  -000,0.638,0.9109999999999999,Existing,-13.93297398,153,-0.8889286489999999,-14.821902629
933,885,934,12,Big Sandy ADD,IP20110156,,Eliminate rockfall hazards from KY 3 south approx. 1 mile.,Landslide Repair,Other Improvement Types,1,Floyd,036-KY-0321  -000,3.1,4.1819999999999995,Existing,-4.242501253,934,-10.630618374794667,-14.873119627794667
866,876,867,11,Kentucky River ADD,IP20080618,,"Correct poor pavement, substandard  curves, and inadequate lanes and shoulders in order to improve connectibility, mobility, and safety on US 421 from Trace Branch/Warbranch Road to Mozelle.",Relocation,Modernize Roadway-Rural,1,Leslie,066-US-0421  -000,4.588,7.195,Existing,-0.612599334,867,-14.345017769,-14.957617103
754,775,755,9,Gateway ADD,IP20080510,,Improve safety and correct geometric and capacity deficiencies on KY 36 from the intersection of KY1325 (MP 7.0) to the intersection of US 60 in Owingsville (MP 11.847).,Reconstruction,Modernize Roadway-Rural,1,Bath,006-KY-0036  -000,6.97,11.847000000000001,Existing,0.6940499659999999,755,-15.687962562000004,-14.993912596000005
